Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry,Percent Survived,Country,Year,GDP,Departure,"Departure Lat,Lng",Departure Country
1970-04-21,11:30,Philippine Air Lines,215,Cuayan - Manila,Hawker Siddeley HS-748-209,PI-C-1022,1643,36.0,32.0,4.0,36.0,32.0,4.0,0.0,"The aircraft was on a flight from Cauayan, Isabela to Manila when it crashed into mountainous terrain after a bomb explosion in the rear lavatory of the aircraft  broke off the tail section.","Manila, Philippines",14.590621599999999,120.9799696,POINT (14.5906216 120.9799696),100.0,Philippines,1970,50034146732.1615,Cuayan,"15.1499775,120.5135161",Philippines
1970-04-28,09:12,Trans Australia Airlines,,Mount Hagen - Goroka - Kainantu,de Havilland Canada DHC-6 Twin Otter 100,VH-TGR,6,11.0,9.0,2.0,8.0,6.0,2.0,0.0,"Crashed while on approach to a dirt strip.The probable cause of the accident was that the pilot persisted with such determination or confidence in his attempts to reach his destination in the face of deteriorating weather conditions, that he did not ensure he could safely discontinue the approach at any time and still maintain visual reference to the significant terrain.","Kainatu, New Guinea",9.31667,-82.16667,POINT (9.31667 -82.16667),72.72727272727273,Panama,1970,4977820660.03669,Mount Hagen,"-5.8581876,144.2429343",Papua New Guinea
1970-05-09,,Philippine Air Lines,,Iligan - Manila,Fokker F-27 Friendship 100,PI-C532,10311,33.0,29.0,4.0,1.0,0.0,1.0,0.0,"In almost zero visibility, control was lost during takeoff. The plane ran off the runway, the wing tip struck a rock pile and the plane cartwheeled.","Iligan, Philippines",8.2281556,124.24115079999999,POINT (8.228155599999999 124.2411508),3.0303030303030303,Philippines,1970,50034146732.1615,Iligan,"8.228020899999999,124.2452422",Philippines
1970-05-09,21:28,Executive Jet Sales Inc.,,Detroit - Pellston,Gates Learjet 23,N434EJ,23-046,6.0,4.0,2.0,6.0,4.0,2.0,0.0,"The aircraft, cleared for an instrument landing, broke through scattered clouds at 400 feet, landing short of the runway, crashing into trees and exploding into a ball of fire. Illusions produced by the lack of visual cues during a circling approach over unlighted terrain at night to a runway not equipped with approach lights or other visual approach aides. Possibility of altimeter error. United Auto Worker's President, Walter Reuther, 63, and his wife killed along with Oskar Stronorov, William Wolfman and pilots George Evans and Joseph Karrafa.","Pellston, Michigan",45.552789000000004,-84.783936,POINT (45.552789 -84.783936),100.0,United States,1970,5173903810700.0,Detroit,"42.331427,-83.0457538",United States
1970-05-30,09:30,Lehigh Acres Development Inc.,701,"Chamblee, GA - Fort Myers,FL",Martin 404,N40412,14116,33.0,29.0,4.0,1.0,1.0,0.0,5.0,There was a loss of power as the aircraft climbed after taking off from DeKalb Peachtree Airport. The plane touched down and slid along a highway for one-half a mile striking a automobile killing 5 people. Loss of effective engine power because of improper fuel having been placed in the tanks by relatively untrained personnel. A contributing factor was the flightcrew did not detect the error.,"Chamblee, Georgia",33.892176,-84.29882959999998,POINT (33.892176 -84.29882959999998),3.0303030303030303,United States,1970,5173903810700.0,"Chamblee, GA","33.8920468,-84.29881259999999",United States
1970-06-01,05:12,Ceskoslovenske Aerolinie,,Prague - Tripoli,Tupolev TU-104A,OK-NDO,96601803,13.0,10.0,3.0,13.0,10.0,3.0,0.0,Undershot runway in fog and crashed after two failed landing attempts. Crew error.,"Tripoli, Libya",32.896671999999995,13.1777923,POINT (32.896672 13.1777923),100.0,Libya,1970,0.0,Prague,"50.0755381,14.4378005",Czechia
1970-07-03,14:00,Reeder Flying Service,,"McGrath AK - Galena, AK",Douglas DC-3,N154R,6156,27.0,25.0,2.0,5.0,4.0,1.0,0.0,"Crashed into trees shortly after taking off. The pilot rotated at V2 speed and then reduced power when the copilot raised the landing gear.The right main gear was still on the ground when retracted, causing the propeller to strike the runway surface.","McGrath, Alakska",62.942705000000004,-155.56711,POINT (62.942705 -155.56711),18.51851851851852,United States,1970,5173903810700.0,McGrath AK,"62.9532043,-155.5959922",United States
1970-07-03,19:05,Dan Air Services,1903,Manchester - Barcelona,de Havilland Comet 4,G-APDN,06415,112.0,105.0,7.0,112.0,105.0,7.0,0.0,"Due to heavy traffic, the flight was diverted from the planned route. The aircraft failed to follow the assigned airway and crashed into a cloud obscured Montseny Mountain while on approach. The deviation from the assigned airway may have been caused by malfunctioning equipment. In addition, the ATC did not realize the aircraft was deviating from its assigned course.","Arbucias, Gerona, Spain",41.8160629,2.5141452999999996,POINT (41.8160629 2.5141453),100.0,Spain,1970,0.0,Manchester,"53.4807593,-2.2426305",England
1970-07-05,08:09,Air Canada,621,Montreal - Toronto - Los Angeles,McDonnell Douglas DC-8-63,CF-TIW,46114/526,109.0,100.0,9.0,109.0,100.0,9.0,0.0,"While attempting to land at Toronto, at approximately 60 feet above the runway, the spoilers were inadvertently deployed causing the aircraft to fall to the runway and lose the No. 4 engine. With the wing on fire, the captain decided to go-around but while circling the plane lost the No. 3 engine and eventually went into a steep dive and crashed. Inadvertent deployment of the spoilers by the first officer while the aircraft was still in the air. Faulty design by allowing the spoiler handle to perform two different unrelated tasks (lift to arm and pull to deploy). After the crash McDonnell Douglas denied there was any design flaw and the FAA decided to issue an Airworthiness Directive requiring a warning placard on all DC8s. After two and possibly three more crashed with the same cause an AD was issued requiring a safety lock be installed.","Toronto, Canada",43.6534817,-79.38393470000003,POINT (43.6534817 -79.38393470000003),100.0,Canada,1970,579543203818.956,Montreal,"45.5016889,-73.567256",Canada
1970-08-06,02:17,Pakistan International Airlines,,Rawalpindi - Lahore,Fokker F-27 Friendship 200,AP-ALM,10163,30.0,26.0,4.0,30.0,26.0,4.0,0.0,Crashed into terrain after takeoff in thunderstorms and strong winds.,"Islamabad, Pakistan",33.6938118,73.0651511,POINT (33.6938118 73.06515109999999),100.0,Pakistan,1970,0.0,Rawalpindi,"33.5651107,73.0169135",Punjab
1970-08-09,15:00,Lineas Aereas Nacionales SA (Peru),502,Cuzco - Lima,Lockheed 188A Electra,OB-R939,1106,100.0,91.0,9.0,99.0,91.0,8.0,2.0,"The flight crashed shortly after takeoff after the No. 3 engine failed. Procedural error after an emergency occurred. With flaps retracted, the aircraft lost altitude and crashed while in a turn. The improper execution of engine-out procedures by the flight crew with contributing factors of improper loading of the aircraft and improper maintenance procedures by company personnel.","Cuzco, Peru",-13.517088699999999,-71.97853559999999,POINT (-13.5170887 -71.97853559999999),99.0,Peru,1970,48829834415.9231,Cuzco,"-13.53195,-71.96746259999999",Peru
1970-08-29,14:45,Indian Airlines,,Silchar - Gauhati,Fokker F-27 Friendship 400,VT-DWT,10336,39.0,34.0,5.0,39.0,34.0,5.0,0.0,Crashed in jungled hills shortly after takeoff. The pilot didn't climb to the minimum sector altitude and continued directly to Gauhati.,"Silchar, India",24.817861100000002,92.7562207529437,POINT (24.8178611 92.7562207529437),100.0,India,1970,222237322895.262,Silchar,"24.8332708,92.7789054",India
1970-09-02,15:41,Aeroflot,3630,Rostov-on-Don - Vilnius,Tupolev Tu-124,CCCP-45012,1350402,37.0,32.0,5.0,37.0,32.0,5.0,0.0,The plane lost control and crashed about 30 minutes after taking off. Cause undetermined.,"Lihovka, Ukraine",49.219469000000004,33.023452,POINT (49.219469 33.023452),100.0,Ukraine,1970,0.0,Rostov-on-Don,"47.2357137,39.701505",Russia
1970-09-08,16:06,Trans International Airlines,863,"Jamaica, NY - Washington D.C.",McDonnell Douglas DC-8-63CF,N4863T,45951/414,11.0,0.0,11.0,11.0,0.0,11.0,0.0,"Rejected takeoff. Lost control and crashed. Loss of pitch control caused by the entrapment of a pointed, asphalt-covered object between the leading edge of the right elevator and the right horizontal spar web access door in the aft part of the stabilizer.","New York, New York",40.7127281,-74.0060152,POINT (40.7127281 -74.00601519999999),100.0,United States,1970,0.0,"Jamaica, NY","40.702677,-73.7889689",New York
1970-10-02,12:00,"Charter, Golden Eagle Aviation Inc.",108,"Wichita - Denver - Logan, Utah",Martin 404,N464M,14151,40.0,37.0,3.0,32.0,30.0,2.0,0.0,"Two charter planes took off Wichita for a flight to Logan, Utah via Denver. The flight was uneventful to Denver.  The crew of N464M decided to fly a scenic route the rest of the way to Logan. The aircraft, which was overloaded by 5,165 lbs. , flew into a box canyon. Confronted with steeply rising terrain, the pilot made a sharp bank trying to turn around in the narrowing valley and stalled, crashing into a mountainous forested area on  Mt. Trelease. Numerous members and staff of the Wichita State Football team were killed. The pilot had only 123 total hours in a Martin 404, the copilot 30 hours. Intentional operation of the aircraft over a mountain valley route at an altitude from which the aircraft could neither climb over the obstructing terrain ahead, nor execute a successful course reversal. Other factors included overloaded conditions, lack of a flight planning and minimum qualifications of the crew.","Mt. Trelease, near Silver Plume, Colorado",39.695555,-105.903127,POINT (39.695555 -105.903127),80.0,United States,1970,5173903810700.0,Wichita,"37.68717609999999,-97.33005299999999",United States
1970-10-04,15:10,Private,,"Dubois, PA - Roanoak, VA",Aero Commander 500-B,N701X,,2.0,1.0,1.0,2.0,1.0,1.0,0.0,"The aircraft crashed into a mountainside 20 minutes after taking off. NASCAR driver Curtis Turner, 46, was killed along with pro-golfer Clarence King. Tuner, who was flying the plane, had a blood alcohol of 0.17. Alcoholic impairment of efficiency and judgment.  Evidence showed that Turner had a severe heart attack prior to the accident.","Mahaffey, Pennsylvania",40.8728411,-78.72419599999998,POINT (40.8728411 -78.72419599999998),100.0,United States,1970,0.0,"Dubois, PA","41.1210115,-78.7583257",Pennsylvania
1970-10-06,,National Airways,,"Johannesberg - Orapa Mine, Botswana",Douglas DC-3,ZS-DKR,16660/33408,11.0,9.0,2.0,3.0,2.0,1.0,0.0,"Shortly after takeoff, the No. 1 engine failed.  After feathering the prop, the crew tried to return to the airport but the plane crashed 1.2 miles from the airport. The plane was carrying employees of the Anglo American Corporation.","Germiston, South Africa",-26.229444,28.180556,POINT (-26.229444 28.180556),27.27272727272727,South Africa,1970,0.0,Johannesberg,"50.02594879999999,9.134512899999999",Bavaria
1970-10-10,21:30,Saturn Airways,,"Dayton, OH - Ft. Dix, NJ",Lockheed L-100-20 Hercules,N9248R,4221,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"The crew of the cargo plane became disoriented and struck the ground 5,000 ft. short of the runway. Fog, low ceiling, spatial disorientation, improper IFR operation.","Fort Dix, New Jersey",40.0301105,-74.6201691,POINT (40.0301105 -74.6201691),100.0,United States,1970,0.0,"Dayton, OH","39.7589478,-84.1916069",Ohio
1970-11-14,19:36,Southern Airways,932,"Kingston, NC - Huntington, WV",McDonnell Douglas DC-9-31,N97S,47245/510,75.0,71.0,4.0,75.0,71.0,4.0,0.0,"While on approach, the aircraft crashed one mile short of Runway 11 at Tri-State Airport in rain and fog. Thirty-six players and 5 coaches on the Marshall University football team were among those killed. Improper procedures executed by the crew. Descent below Minimum Descent Altitude during a nonprecision approach under adverse operating conditions, without visual contact with the runway environment. The reason for this descent was not able to be determined, although the two most likely explanations are ( a ) improper use of cockpit instrumentation data, or (b) an altimetry system error .","Huntington, West Virginia",38.41924960000001,-82.445154,POINT (38.41924960000001 -82.445154),100.0,United States,1970,0.0,"Kingston, NC","35.2626635,-77.5816353",North Carolina
1970-11-27,17:05,Capitol Airlines,26,Anchorage - Yokota AFB,McDonnell Douglas DC-8-63CF,N4909C,46060/472,229.0,219.0,10.0,47.0,46.0,1.0,0.0,"The military charter overran the runway during takeoff, hit the ILS localizer support structure and burst into flames. The lack of acceleration, undetected by the crew  until after V1 speed was reached caused by the main landing gear wheels remaining locked after power was applied for takeoff on the icy runway due to brake or hydraulic failure.","Anchorage, Alaska",61.2163129,-149.8948523,POINT (61.2163129 -149.8948523),20.52401746724891,United States,1970,5173903810700.0,Anchorage,"61.2180556,-149.9002778",United States
1970-12-31,23:09,Pakistan International Airlines,,Algiers - Mahón,Fokker F-27 Friendship 200, AP-AUV,10330,35.0,31.0,4.0,7.0,7.0,0.0,0.0,The pilot declared an emergency and reported his position 65 nautical miles north of Algie. No trace of the aircraft nor the 31 occupants was found.,"Shemshernagar, Pakistan",29.329836,68.560265,POINT (29.329836 68.560265),20.0,Pakistan,1970,0.0,Algiers,"36.753768,3.0587561",Algiers Province
1970-12-31,,Rousseau Aviation,,Algiers - Menorca,Nord 262E,F-BNGB,002,31.0,28.0,3.0,31.0,28.0,3.0,0.0,Ditched in the ocean. Mayday received. No trace of the plane ever found.,"Algiers, Algeria",36.775360600000006,3.0601882000000002,POINT (36.77536060000001 3.0601882),100.0,Algeria,1970,0.0,Algiers,"36.753768,3.0587561",Algiers Province
1971-01-02,03:25,United Arab Airlines,844,Algiers - Tripoli - Cairo,de Havilland Comet 4C,SU-ALC,6439,16.0,8.0,8.0,16.0,8.0,8.0,0.0,Crashed 7 kms from the runway in a sandstorm. Decision to land while visibility was below company minimums for that particular airport at night.,"Ben Gashir, Libya",26.666954999999998,18.030248,POINT (26.666955 18.030248),100.0,Libya,1971,0.0,Algiers,"36.753768,3.0587561",Algiers Province
1971-01-09,16:20,American Airlines / Private,30,"San Francisco, CA - Newark, NJ",Boeing B-707-323 / Cessna 150,N7595A/N60942,19345 / ?,21.0,14.0,7.0,2.0,0.0,2.0,0.0,"Midair collision at 3,000 ft.  Failed to see and avoid other aircraft. The Boeing 707 landed safely. Two killed on the Cessna.  System permitted VFR operation in congested area in reduced visibility.","Edison, New Jersey",40.5382375,-74.3945173450877,POINT (40.5382375 -74.39451734508771),9.523809523809524,United States,1971,5466007905500.0,"San Francisco, CA","37.7749295,-122.4194155",United States
1971-01-18,15:49,Balkan Bulgarian Airlines,LZ130,Paris - Zurich - Sofia,Ilyushin IL-18,LZ-BED,186009002,47.0,39.0,8.0,45.0,38.0,7.0,0.0,"The crew decided while on the ground at Paris not to stop at Zurich but later, while in flight, changed their minds when they received reports of improving weather. The plane crashed during the approach to Zurich after drifting to the right and below the glide path. The left wing tip and landing gear struck the ground first.The crew neglected several published procedures which led the aircraft to pass below the minimum descent altitude and the approach path.","Zurich, Switzerland",47.3723941,8.5423328,POINT (47.3723941 8.542332800000001),95.74468085106385,Switzerland,1971,1215406902968.55,Paris,"48.856614,2.3522219",France
1971-01-21,07:35,Fuerza Aérea del Peru,,Mazamari - Lima,Curtiss-Wright C-46,FAP-381,,35.0,30.0,5.0,35.0,30.0,5.0,0.0,Crashed in the Andes mountains after experiencing engine trouble.,"Pacae, Peru",-13.730910399999999,-75.94032729999998,POINT (-13.7309104 -75.94032729999998),100.0,Peru,1971,51894851263.488,Mazamari,"-11.3322542,-74.528751",Peru
1971-01-21,09:40,L'Armée de L'Air,,Paris - Orange,Nord 262A-34,F-RBOA,44,21.0,17.0,4.0,21.0,17.0,4.0,0.0,"Crashed and exploded  in a snowstorm in mountainous terrain. Thirteen of France's nuclear weapons experts were killed. The crew may misunderstood and mixed both altitude clearances of 8,000 feet till Montélimar and 5,000 feet till Orange, descending prematurely.  Controlled flight into terrain.","Privas, France",44.735270799999995,4.5986733,POINT (44.7352708 4.5986733),100.0,France,1971,1215406902968.55,Paris,"48.856614,2.3522219",France
1971-01-22,21:36,Aeroflot,,	Omsk - 	Surgut,Antonov AN-12B,CCCP 11000,5343610,14.0,12.0,2.0,14.0,12.0,2.0,0.0,Crashed 15 km short of the runway. Icing. The engine bleed valves were not open causing  the anti-icing system to become ineffective.,"Surgut, USSR",61.244863,73.401863,POINT (61.244863 73.40186300000001),100.0,Russia,1971,0.0,	Omsk,"54.9913545,73.3645204",Russia
1971-01-31,04:41,Aeroflot,,Tyumen - Surgut,Antonov AN-10,CCCP-12996,00347403,7.0,6.0,1.0,7.0,6.0,1.0,0.0,Aileron oscillations coincided with flap extension. The crew misunderstood aileron oscillations for asymmetrical flap extension and retracted the flaps. The airspeed dropped to 172 knots and the aileron suddenly deflected causing a left roll. The aircraft undershot the runway and crashed. The hinge moment reversal on the ailerons caused by icing.,"Voroshilovgrad, Russia",48.56705,39.31706,POINT (48.56705 39.31706),100.0,Ukraine,1971,0.0,Tyumen,"57.1553394,65.5618636",Russia
1971-02-17,,TAM (Transportes Aereos Militares),,La Paz - San Borja,Curtiss C-46,TAM-60,26683,12.0,8.0,4.0,12.0,8.0,4.0,0.0,Cashed into a mountain 15 minutes after taking off in poor weather conditions. Controlled flight into terrain.,"Mt. Cunatineuta, Ecuador",6.28333,-75.76666999999998,POINT (6.28333 -75.76666999999998),100.0,Colombia,1971,7527030174.28887,La Paz,"-16.489689,-68.11929359999999",Bolivia
1971-03-26,20:39,Jamair,,Guwahati - Bagdogra - Calcutta,Douglas DC-3,VT-ATT,20363,15.0,11.0,4.0,15.0,11.0,4.0,0.0,Hit  a mountain after deviating from the prescribed course. Wreckage found 6 days later. Controlled flight into terrain.,"Gauhati, India",26.1805978,91.753943,POINT (26.1805978 91.75394300000001),100.0,India,1971,229561200841.633,Guwahati,"26.1445169,91.7362365",India
1971-03-31,06:33,Western Airlines,366,Los Angeles - Ontairo,Boeing B-720-047B,N3166,19439,5.0,0.0,5.0,5.0,0.0,5.0,0.0,"The aircraft, during a training flight suddenly rolled to the left and  crashed after a missed, 3 engine, ILS approach. Failure of the aircraft rudder hydraulic actuator support fitting which led to the loss of left rudder control. Stress corrosion cracks.","Ontario, California",34.065846,-117.6484304,POINT (34.065846 -117.6484304),100.0,United States,1971,5466007905500.0,Los Angeles,"34.0522342,-118.2436849",United States
1971-03-31,12:59,Aeroflot,1969,Kuibyshev - Lugansk,Antonov An-10,CCCP-11145,8400701,65.0,57.0,8.0,65.0,57.0,8.0,0.0,"Crashed on approach resulting from structural failure of the right outer wing. A portion of 13 m2 detached from the upper surface of the right wing during the approach, causing the aircraft to be uncontrollable.","Vorochilovgrad, Ukraine",49.219469000000004,33.023452,POINT (49.219469 33.023452),100.0,Ukraine,1971,0.0,Kuibyshev,"53.203772,50.1606382",Russia
1971-04-22,17:01,New England Aviaiton,,"Manchester, NH - Boston, MS",Beechcraft C35,N144H,,4.0,3.0,1.0,4.0,3.0,1.0,0.0,The aircraft experienced engine failure during takeoff and crashed. Fuel starvation. Fuel selector positioned between tanks. Pilots unfamilarity with aircraft. Had only 1 hour in type aircraft.,"Manchester, New Hampshire",42.99563970000001,-71.4547891,POINT (42.99563970000001 -71.4547891),100.0,United States,1971,5466007905500.0,"Manchester, NH","42.9956397,-71.4547891",United States
1971-05-23,20:00,Aviogenex (Yugoslavia),130,London - Rijeka,Tupolev TU-134A,YU-AHZ,1351205,83.0,76.0,7.0,78.0,75.0,3.0,0.0,"The aircraft crashed on landing at Rijeka Airport during a heavy rain storm. After a too rapid descent, the aircraft landed extremely hard on the runway causing the left wing to separate. The aircraft turned over and slid 2,300 ft. and burst into flames. Improper handling of the flight and engine controls. Optical illusion due to the intense rain which caused a refraction of light.","Rijeka, Yugoslavia",45.333666,14.437921,POINT (45.333666 14.437921),93.97590361445783,Croatia,1971,0.0,London,"51.5073509,-0.1277583",England
1971-05-25,04:26,	Aerolineas Flecha Austral - ALFA,,Santiago - Arica,	Curtiss C-46,	CC-CAZ,50,4.0,2.0,2.0,4.0,2.0,2.0,0.0,The cargo plane lost an engine while taking off and crashed 2 km from the airport..,"Santiago, Chile",-33.4377968,-70.65044509999998,POINT (-33.4377968 -70.65044509999998),100.0,Chile,1971,45808868607.7393,Santiago,"-33.4488897,-70.6692655",Chile
1971-05-28,11:08,Private,,"Atlanta, GA - Martinsville, VA",Aero Commander 680E,N601JJ,491-161,6.0,5.0,1.0,6.0,5.0,1.0,0.0,"The flight crashed into the side of a mountain during a thunderstorm. Continued VFR flight into adverse weather conditions.  Entered instrument weather at too low an altitude to clear mountain.  World War II hero and western movie star Audie Murphy, 46, killed.","Roanoke, Virginia",37.273821500000004,-79.9602021478478,POINT (37.2738215 -79.9602021478478),100.0,United States,1971,5466007905500.0,"Atlanta, GA","33.7489954,-84.3879824",United States
1971-06-07,08:49,Allegheny Airlines,485,"Washington D.C. - Newport News, VA - Philadelphia",Convair CV-580,N5832,384,31.0,28.0,3.0,28.0,26.0,2.0,0.0,"The aircraft crashed into a row of beach houses, 4,980 feet short of the runway. Captain's intentional descent below minima under adverse weather conditions while trying to locate the runway despite advisories from 1st. officer.","New Haven, Connecticut",41.3082138,-72.92505179999998,POINT (41.3082138 -72.92505179999998),90.32258064516128,United States,1971,5466007905500.0,Washington D.C.,"38.9071923,-77.0368707",United States
1971-06-17,14:30,SAVCO,,Santa Cruz - Arica,Douglas DC-6,CP-926,43043/83,6.0,4.0,2.0,6.0,4.0,2.0,0.0,"The aircraft struck Putre Mountain at an altitude of 18,000 feet.  Improper flight planning for IMC weather.","Arica, Chile",-18.478517999999998,-70.32105959999998,POINT (-18.478518 -70.32105959999998),100.0,Chile,1971,5466007905500.0,Santa Cruz,"36.9741171,-122.0307963",United States
1971-06-28,18:00,Shelter Cove Sea Park,,"Shelter Cove, CA - San Jose, CA",Douglas DC-3,N90627,4642,24.0,21.0,3.0,17.0,15.0,2.0,0.0,"The aircraft was unable to gain height on takeoff. It struck a transformer and a building, became airborne and went off a cliff into the ocean. Failure of the pilot to remove the rudder and elavator gust locks.","Garberville, California",40.100569,-123.796139,POINT (40.100569 -123.796139),70.83333333333334,United States,1971,5466007905500.0,"Shelter Cove, CA","40.0304212,-124.0730866",United States
1971-07-03,18:10,Toa Domestic Airline (Japan),63,Sapporo - Hakodate,NAMC YS-11A-227,JA8764,2134,68.0,64.0,4.0,68.0,64.0,4.0,0.0,The aircraft crashed into Yokotsu Mountain while on approach. Navigational error after strong winds caused flight to drift.,"Hokkaido, Japan",43.4603175,143.330715792837,POINT (43.4603175 143.330715792837),100.0,Japan,1971,0.0,Sapporo,"40.44000359999999,-80.0909106",Robinson Township
1971-07-24,,Air Ivoire,,Bamako - Abidjan,Douglas DC-3,6V-AAP,20505,6.0,4.0,2.0,6.0,4.0,2.0,0.0,Crashed into high terrain during a right turn on takeoff at night.,"Bamako, Mali",12.649319,-8.000337,POINT (12.649319 -8.000337),100.0,Mali,1971,2294619943.28721,Bamako,"12.6392316,-8.0028892",Mali
1971-07-25,13:21,Pan American World Airways,,San Francisco - Honolulu - Guam - Manila - Siagon,Boeing 707-321CF,N461PA,,4.0,0.0,4.0,4.0,0.0,4.0,0.0,"While on a VOR/DME approach to Manila runway 24, the cargo aircraft struck Mount Kamunay at an altitude of 2,525 feet, 20 miles east/northeast of the Manila VOR. The probable cause was improper crew coordination, which caused a premature descent.","Manila, Philippines",14.590621599999999,120.9799696,POINT (14.5906216 120.9799696),100.0,Philippines,1971,5466007905500.0,San Francisco,"37.7749295,-122.4194155",United States
1971-07-25,08:35,Aeroflot,1912,Novosibirsk - Irkutsk,Tupolev TU-104B,CCCP-42405,820202,126.0,118.0,8.0,97.0,93.0,4.0,0.0,"While landing at Irkutsk Airport the aircraft landed short of the runway after an excessive rate of sink. The left wing separated and the plane burst into flames. Procedural errors by the crew. The aircraft' speed was 32 km/h lower than the prescribed speed when the vertical speed was too high, which prevented the pilots to complete a correct touchdown and avoid the violent impact with the runway surface.","Irkutsk, Russia",52.289597,104.280586,POINT (52.289597 104.280586),76.98412698412699,Russia,1971,0.0,Novosibirsk,"54.9832693,82.8963831",Russia
1971-07-30,14:00,All Nippon Airways /  Japanese Air Force,58,Sapporo - Tokyo,Boeing B-727-281 / Air Force F86F,JA8329 / ?,20436/788,164.0,155.0,9.0,163.0,155.0,8.0,0.0,"A Japan Air Self Defense Force F-86F fighter collided with the B-727. Both aircraft crashed, but the fighter pilot ejected safely. All one hundred sixty-two aboard the 727 were killed. The fighter pilot and his captain was indicted for involuntary homicide. The fighter pilot was acquitted but the captain was convicted and received 3 years in jail for not providing sufficient supervision of his wingman.","Morioko, Japan",42.69139000000001,19.71167,POINT (42.69139000000001 19.71167),99.39024390243902,Montenegro,1971,0.0,Sapporo,"40.44000359999999,-80.0909106",Robinson Township
1971-07-30,14:29,Pan American World Airways,845,San Francisco - Los Angeles,Boeing B-747-121,N747PA,19639/2,218.0,197.0,21.0,0.0,0.0,0.0,0.0,"The aircraft struck approach lights at the departure end of runway during takeoff. Miscalculation of available runway length and takeoff reference speed by crew. Erroneous information from the dispatcher. The aircraft was named ""Clipper America.""","San Francisco, California",37.779026200000004,-122.4199061,POINT (37.7790262 -122.4199061),100.0,United States,1971,5466007905500.0,San Francisco,"37.7749295,-122.4194155",United States
1971-08-19,20:40,Downeast Airlines,,"Boston, MA - Rockville, ME diverted to  Augusta ME",Piper PA-31,N595DE,31-422,8.0,7.0,1.0,3.0,2.0,1.0,0.0,"Crashed in dense fog while making an approach to Agusta State Airport. Discontinue VOR approach, attempted to maintain visual flight in IFR conditions at an altitude below obstructing terrain.","Augusta, Maine",44.310583,-69.779663,POINT (44.310583 -69.779663),37.5,United States,1971,5466007905500.0,"Boston, MA","42.3600825,-71.0588801",United States
1971-09-04,11:15,Alaska Airlines,1866,Anchorage - Seattle,Boeing B-727-193,N2969G,19304/287,111.0,104.0,7.0,111.0,104.0,7.0,0.0,The aircraft crashed into the slopes of Chikat Mountain in rain and fog while attempting a non-precision instrument landing at Juneau Municipal Airport. Display of misleading navigation information which resulted in the premature descent below obstacle clearance altitude. The crew didn't use all available navaids to check the position of the aircraft.,"Juneau, Alaska",58.30194960000001,-134.419734,POINT (58.30194960000001 -134.419734),100.0,United States,1971,5466007905500.0,Anchorage,"61.2180556,-149.9002778",United States
1971-09-28,12:00,Cruzeiro,,Cruzerio do Sul - Rio Branco,Douglas DC-3,PP-CBV,4977,32.0,28.0,4.0,32.0,28.0,4.0,0.0,The aircraft tried to return to the airport after an engine fire during takeoff  but the right wing struck trees and it crashed in the Amazon jungle.,"Sena Madureira, Brazil",-9.0659556,-68.6571058,POINT (-9.065955600000001 -68.6571058),100.0,Brazil,1971,636004374891.996,Cruzerio do Sul,"-7.6279977,-72.6761487",Brazil
1971-10-02,11:10,British European Airways,706,London - Salzburg,Vickers Vanguard 951,G-APEC,706,63.0,55.0,8.0,63.0,55.0,8.0,0.0,"While en route a distress message was received from the aircraft after which it crashed and burst into flames.  The elevators and tailplane were destroyed when the rear pressure bulkhead ruptured at 19,000 feet. The airplane rapidly nosed down and crashed. The bulkhead was weakened by corrosion from a suspected leak in the lavatory.","Aarsele, West Vlaanderen, Belgium",50.99726585,3.41383343522048,POINT (50.99726585 3.41383343522048),100.0,Belgium,1971,0.0,London,"51.5073509,-0.1277583",England
1971-10-16,09:45,Scenic Air Lines,,Las Vegas - Grand Canyon,Cessna 402,N3250Q,,10.0,9.0,1.0,10.0,9.0,1.0,0.0,The sightseeing plane crashed in rain/snow.  Continued VFR flight into adverse weather conditions. Pilot transmitted he was turning around do to weather conditions.,"Colorado City, Arizona",36.9902621,-112.9757702,POINT (36.9902621 -112.9757702),100.0,United States,1971,5466007905500.0,Las Vegas,"36.1699412,-115.1398296",United States
1971-10-17,,Aerolineas TAO,,San Vicente del Caguán  - Neiva,Douglas C-47A,HK- 595,19348,21.0,17.0,4.0,19.0,15.0,4.0,0.0,"The aircraft crashed and burned short of the runway. A girl, 6, and a boy 3, were the only survivors.","San Vicente del Caguan, Colombia",2.1131213,-74.7697347,POINT (2.1131213 -74.7697347),90.4761904761905,Colombia,1971,75223883711.4537,San Vicente del Caguán ,"2.1136446,-74.7732056",Colombia
1971-10-21,11:20,Chicago and Southern Airlines,,"Chicago, IL - Peoria, IL",Beech E18S,N51CS,BA-211,16.0,14.0,2.0,16.0,14.0,2.0,0.0,Collided with wires/poles while attempting to land. Improper IFR operation. Descended below MDA.,"Peoria, Illinois",40.6938609,-89.5891008,POINT (40.6938609 -89.5891008),100.0,United States,1971,5466007905500.0,"Chicago, IL","41.8781136,-87.6297982",United States
